 name Fire Water Grass Electric Psychic Steel Normal Fairy Dark Flying Ghost Poison Ice Ground Rock Dragon Fighting Bug
624 Cofagrigus 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
625 Tirtouga 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
626 Carracosta 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
627 Archen 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
628 Archeops 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
629 Trubbish 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
630 Garbodor 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
631 Zorua 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
632 Zoroark 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
633 Minccino 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
634 Cinccino 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
635 Gothita 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
636 Gothorita 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
637 Gothitelle 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
638 Solosis 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
639 Duosion 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
640 Reuniclus 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
641 Ducklett 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
642 Swanna 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
643 Vanillite 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
644 Vanillish 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
645 Vanilluxe 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
646 Deerling 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
647 Sawsbuck 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
648 Emolga 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
649 Karrablast 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
650 Escavalier 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
651 Foongus 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
652 Amoonguss 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
653 Frillish 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
654 Jellicent 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
655 Alomomola 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
656 Joltik 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
657 Galvantula 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
658 Ferroseed 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
659 Ferrothorn 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
660 Klink 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
661 Klang 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
662 Klinklang 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
663 Tynamo 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
664 Eelektrik 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
665 Eelektross 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
666 Elgyem 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
667 Beheeyem 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
668 Litwick 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
669 Lampent 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
670 Chandelure 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
671 Axew 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
672 Fraxure 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
673 Haxorus 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
674 Cubchoo 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
675 Beartic 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
676 Cryogonal 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
677 Shelmet 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
678 Accelgor 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
679 Stunfisk 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
680 Mienfoo 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
681 Mienshao 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
682 Druddigon 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
683 Golett 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
684 Golurk 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
685 Pawniard 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
686 Bisharp 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
687 Bouffalant 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
688 Rufflet 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
689 Braviary 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
690 Vullaby 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
691 Mandibuzz 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
692 Heatmor 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
693 Durant 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
694 Deino 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
695 Zweilous 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
696 Hydreigon 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
697 Larvesta 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
698 Volcarona 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
699 Cobalion 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
700 Terrakion 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
701 Virizion 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
702 "TornadusIncarnate Forme" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
703 "TornadusTherian Forme" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
704 "ThundurusIncarnate Forme" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
705 "ThundurusTherian Forme" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
706 Reshiram 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
707 Zekrom 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
708 "LandorusIncarnate Forme" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
709 "LandorusTherian Forme" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
710 Kyurem 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
711 "KyuremBlack Kyurem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
712 "KyuremWhite Kyurem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
713 "KeldeoOrdinary Forme" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
714 "KeldeoResolute Forme" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
715 "MeloettaAria Forme" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
716 "MeloettaPirouette Forme" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
717 Genesect 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
718 Chespin 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
719 Quilladin 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
720 Chesnaught 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
721 Fennekin 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
722 Braixen 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
723 Delphox 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
724 Froakie 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
725 Frogadier 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
726 Greninja 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
727 Bunnelby 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
728 Diggersby 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
729 Fletchling 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
730 Fletchinder 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
731 Talonflame 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
732 Scatterbug 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
733 Spewpa 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
734 Vivillon 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
735 Litleo 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
736 Pyroar 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
737 Flabébé 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
738 Floette 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
739 Florges 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
740 Skiddo 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
741 Gogoat 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
742 Pancham 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
743 Pangoro 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
744 Furfrou 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
745 Espurr 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
746 MeowsticMale 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
747 MeowsticFemale 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
748 Honedge 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
749 Doublade 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
750 "AegislashBlade Forme" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
751 "AegislashShield Forme" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
752 Spritzee 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
753 Aromatisse 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
754 Swirlix 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
755 Slurpuff 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
756 Inkay 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
757 Malamar 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
758 Binacle 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
759 Barbaracle 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
760 Skrelp 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
761 Dragalge 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
762 Clauncher 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
763 Clawitzer 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
764 Helioptile 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
765 Heliolisk 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
766 Tyrunt 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
767 Tyrantrum 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
768 Amaura 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
769 Aurorus 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
770 Sylveon 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
771 Hawlucha 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
772 Dedenne 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
773 Carbink 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
774 Goomy 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
775 Sliggoo 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
776 Goodra 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
777 Klefki 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
778 Phantump 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
779 Trevenant 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
780 "PumpkabooAverage Size" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
781 "PumpkabooSmall Size" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
782 "PumpkabooLarge Size" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
783 "PumpkabooSuper Size" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
784 "GourgeistAverage Size" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
785 "GourgeistSmall Size" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
786 "GourgeistLarge Size" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
787 "GourgeistSuper Size" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
788 Bergmite 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
789 Avalugg 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
790 Noibat 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
791 Noivern 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
792 Xerneas 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
793 Yveltal 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
794 "Zygarde50% Forme" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
795 Diancie 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
796 "DiancieMega Diancie" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
797 "HoopaHoopa Confined" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
798 "HoopaHoopa Unbound" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
799 Volcanion 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
